Mean,Median,Maximum,Minimum,Peak_to_Peak,Standard_Deviation,Variance,RMS,Mean_Absolute,Energy,Power,Signal_Length,Signal_Sum,Signal_Area,Signal_Range,IQR,Coefficient_of_Variation,Crest_Factor,Shape_Factor,Impulse_Factor,Margin_Factor,Skewness,Kurtosis,Dominant_Frequency_CPM,Dominant_Frequency_Hz,Dominant_FFT_Amplitude,Dominant_PSD_Power,Total_Power,Mean_Power,Bradygastria_Band_Power,Normogastria_Band_Power,Tachygastria_Band_Power,Spectral_Entropy,Detected_Rhythm,Hjorth_Activity,Hjorth_Mobility,Hjorth_Complexity,Shannon_Entropy,Renyi_Entropy,Tsallis_Entropy,Zero_Crossing,Mean_Crossing,Waveform_Length,Signal_Magnitude_Area,Difference_STD,Log_Energy,Peak_Count,Peak_Mean,Peak_STD,Line_Length,Sample_Entropy,Approximate_Entropy,Permutation_Entropy,Spectral_Centroid,Spectral_Spread,Spectral_Flatness,Band_Energy_Ratio,Spectral_RollOff,Spectral_Flux,Source_File
-0.007147103709679,-0.0570080676766683,22.5678479901008,-14.9075476970229,37.4753956871237,2.76295339900182,7.63391148505571,2.7629626429156,1.62557813586206,64125.285555636,7.63396256614714,8400,-60.035671161304,-14.987304027882,37.4753956871237,1.83955924324192,-386.583644455395,8.16798882458941,1.69967999812489,13.8829672300673,19.2445959315276,0.845953779576027,12.7827188906003,2.25714285714286,0.0376190476190476,3309.29654000487,146.581752475055,499.906713864018,3.87524584390712,0,64.0999003488404,134.492192006991,2.85338236350486,Bradygastria,7.63391148505571,0.0916493260374923,1.52515989316271,4.47118310380961,3.86253157015516,0.931251672340004,228,230,1190.42780163399,13654.8563412413,0.209840738245285,-4080.47980365994,178,1.63964244372479,3.06653121731196,8625.13982726383,0.147522956883633,0.255223545367053,0.501216539199568,4.05164428355342,3.07406995552445,0.0034352237452929,0.476606852727242,6.57142857142857,113772095.836289,aravind_features_20260704_204943.csv
-0.0766862618949986,0.0663432148686421,20.0311329262931,-30.3944907839035,50.4256237101966,2.5626438509049,6.56714350658071,2.56379099954426,1.42429548855624,55213.4040304908,6.57302428934414,8400,-644.164599917989,-160.284793035912,50.4256237101966,1.74065938769282,-33.4172482477654,7.81309121135305,1.80004150833987,14.0638884888864,18.7785971152848,-3.35845881832732,43.0537712479771,1.02857142857143,0.0171428571428571,2769.45297253482,55.7608844484248,266.507676282554,2.06595097893453,0,33.0030809791593,82.0322171828644,3.03728276991861,Bradygastria,6.56714350658071,0.0854741211737703,1.61088975656571,3.85272176686569,3.36501379368289,0.902942318602884,236,227,1042.94379646027,11964.0821038724,0.180442632872092,-4681.69962472789,184,1.3438740397421,2.19408998983685,8562.83053530019,0.159777781135789,0.228413184887154,0.503068301201586,6.86356264026755,14.1879735629937,0.105849575887029,0.402318529384488,7.71428571428571,82675217.7120584,aravind_features_20260704_205551.csv
0.0133827780710989,-0.0398992120471601,37.1702212884451,-32.3843652341758,69.5545865226209,3.16071795595292,9.99013799708321,3.16074628779852,1.60319402450289,83918.6636049897,9.99031709583211,8400,112.415335797231,28.0487913771715,69.5545865226209,1.89591350928228,236.178014678621,11.7599509432067,1.97153073145755,23.1851046849726,32.3216451478597,0.53731546744538,39.0970771274351,3.08571428571429,0.0514285714285714,2762.92577193599,133.598256489822,733.731360150613,5.68784000116755,0,115.003034465436,273.915250174551,3.12874727407044,Normogastria,9.99013799708321,0.110219667173732,1.42496983645022,3.5116956851282,2.97712954344576,0.873002636070697,265,267,1416.22961136153,13466.8298058243,0.304846926543526,-3757.40345319428,194,1.7809594074869,3.91309209291739,8754.46896710673,0.145394085502689,0.219381156938667,0.508965282767459,4.94940527576845,6.09888497741162,0.0200454214741661,0.419848965664197,7.42857142857143,110142668.107803,arun_features_20260704_210425.csv
1.69950443836829,-0.0103131187127009,650.800462101844,-102.606588407171,753.407050509015,34.1682632767788,1167.47021535127,34.2105032217783,5.37555070671028,9831011.65777337,1170.35853068731,8400,14275.8372822936,3551.87445372859,753.407050509015,1.63305771057567,20.1048390962509,19.0234109648386,6.36409273919919,121.066751596135,365.707522674677,13.4979658465417,216.632380596968,1.17142857142857,0.0195238095238095,26235.2971598155,8663.63323950057,16908.7456873019,131.075547963581,0,214.773107728785,571.518784461897,1.75369503611362,Bradygastria,1167.47021535127,0.063555897915434,1.93868338860921,1.09766771220334,0.477589304585791,0.28182332873149,251,89,3041.05953099559,45154.6259363664,2.14125916672505,-3606.36326512247,185,5.8472780007372,48.1186331673957,10250.2868350077,0.0091264195852822,0.0274256227736262,0.504197524002877,8.45380093362872,17.5193738224098,0.16095755962462,0.375793610932667,10.6285714285714,961114622.251166,fazil_features_20260704_205824.csv
-0.0050083550659,0.0258364674846282,13.0121105754258,-20.3956452463506,33.4077558217764,2.44096529724895,5.95831158237365,2.44097043529702,1.56796011057184,50050.0279943506,5.95833666599412,8400,-42.0701825535608,-10.4953766278589,33.4077558217764,1.9077898077886,-487.378643410467,5.33071207551809,1.5567809530596,8.29875102541475,11.1028243335143,-1.00112107634273,9.07171400753457,1.4,0.0233333333333333,2460.34143870345,84.5195654606944,416.793034442035,3.23095375536462,0,57.1589107176576,164.611138008526,3.08297990253707,Bradygastria,5.95831158237365,0.10878184601595,1.41592104485175,4.63453199379342,4.07656489544631,0.940730442180163,268,268,1343.56873900706,13170.8649288035,0.211938563280023,-3812.05238755888,194,1.71079440409321,2.13262179778603,8655.40849718904,0.198394048422441,0.342861254288453,0.509035214624245,4.5617699721786,3.24056487055054,0.0038336809654264,0.347235985420967,7.28571428571429,98244310.3067785,fazil_features_20260704_205959.csv
0.028578216737444,-0.0321756188495719,10.7534751610024,-6.3990844682923,17.1525596292947,1.72415882869151,2.97272366655488,1.72439565675247,1.23858062123242,24977.7392006248,2.97354038102677,8400,240.05702059453,59.7986433320567,17.1525596292947,1.82299251312395,60.3312251590609,6.23608341791352,1.39223529513586,8.68209543783569,10.757994128788,0.565660552496247,3.6950625792911,1.25714285714286,0.0209523809523809,2520.89532043261,48.4271808410967,182.086392062247,1.41152241908718,0,18.3590650146175,38.6437742977601,2.85357867661223,Bradygastria,2.97272366655488,0.0884592442786685,1.71324211779971,5.26414592175453,4.88928738312416,0.96625745464934,216,220,887.062604934428,10404.0772183523,0.110032230624209,-4761.98198683151,205,1.1570870734017,1.70447760510634,8492.48521218344,0.244759218905759,0.332564813264372,0.514196967874364,4.58803299332224,6.61996716592154,0.0273194243663392,0.475084676593848,7.22857142857143,45303003.1556651,guru_features_20260704_210242.csv
0.10805319897141,0.0153145860640215,43.5379102434725,-11.4160578854272,54.9539681288997,2.50185491090005,6.25927799519468,2.50418719128635,0.86930185852859,52676.0093076221,6.27095348900264,8400,907.646871359841,225.648849404629,54.9539681288997,0.752039478891146,23.1539180208711,17.386044619568,2.88068772281489,50.0837652839213,79.7796203007654,9.61952988365042,144.719299308756,1.11428571428571,0.0185714285714285,2262.0195780661,43.1102571828651,150.05308298233,1.16320219366147,0,15.3889125051732,25.3925673105191,2.79141070762341,Bradygastria,6.25927799519468,0.0721024164794969,1.75927583424151,2.81198171671554,2.14280110828221,0.773560289139435,262,256,637.61655429436,7302.13561164015,0.163641355728573,-17540.1534545201,195,0.883664255735258,3.30990364505851,8495.03253934068,0.0695725685423323,0.129760845974848,0.509406512635489,8.34236159227449,17.2868516859495,0.154387283746051,0.606040039866215,9.82857142857143,39642131.9573324,viknesh_features_20260704_211329.csv
-0.0092602988250014,0.0249611899971671,33.3081414902832,-22.8261654734743,56.1343069637575,3.00485782144645,9.02917052710793,3.00487209049608,1.25965347773585,75845.752754035,9.02925628024226,8400,-77.786510130012,-19.3917854955236,56.1343069637575,1.08559499361976,-324.488213453574,11.0847119235525,2.38547516726168,26.4423050298928,42.3914959795494,2.02506282936626,33.2111659452985,1.25714285714286,0.0209523809523809,2822.24922858736,128.63642473045,645.242296386738,5.00187826656386,0,65.0009683358178,264.396530815012,3.1102216621365,Bradygastria,9.02917052710793,0.107208722563728,1.42265799038536,3.26717751419385,2.55914323667968,0.830323724507723,252,252,1024.35022905555,10581.0892129812,0.298168059902639,-11769.1207532555,200,1.23727053706989,3.66776957866958,8679.45822220771,0.0743764688956758,0.137516098993147,0.512316344175914,4.38667888132149,4.05537384029081,0.0080634711541022,0.245846525048758,6.94285714285714,53303110.877515,vimal_features_20260704_211455.csv
0.0356134480498679,0.0287371534541539,18.6778391078727,-23.3118332144616,41.9896723223344,1.3451828206538,1.80951682098213,2.59031657693501,1.65299218958117,0,0,8464,-90.4527881466516,-118.456426089078,41.9896723223344,1.90830702213454,-488.391157436391,5.03987584195194,1.59482641558711,7.10762904432867,0,-1.15794251407808,8.67967489921555,1.4307964516038,0.02384660752673,2518.29383917911,147.098877772754,0,4.61399039934168,0,55.5169555628161,199.2138388198,3.13650900012493,Bradygastria,31.5157869590878,0.108564211761081,1.40142452148159,4.67426967938302,4.05289836753212,0.918525528268942,268,264,1408.82569658186,12730.9668825861,0.246565607449906,-4068.70170807196,194,1.73018507149107,1.74156359487528,8782.1944630968,0.203570393891144,0.353415246377928,0.509946091070752,4.61954439385643,3.77081463763735,0,0.339092319116333,6.96153148248563,78927227.9849411,fazil_features_20260704_205959.csv
-0.0395103856862691,0.0291494295439847,-1.31802961259682,-22.616984623944,21.2989550113472,1.72340104816688,2.97011117282271,2.1471030773377,1.72231654221891,242975.415726136,28.8295462418291,8428,339.895409879164,80.8395780541258,21.2989550113472,1.88903906063883,-521.204809713233,6.06909066641195,1.60138515858646,7.56107637593402,0.603880971919653,-1.38691366453393,5.16599806243723,1.42406979734871,0.0237344966224785,3264.86799607208,67.4900633810882,0,6.60510154948546,8.18862146539391e-10,57.8209360888486,173.015859593699,3.08274290043925,Bradygastria,8.67922501582494,0.108625053041976,1.392908627772,4.5560478698338,3.83055633232916,0.947618605770814,267,268,1385.01405994425,12351.3517234229,0.196896279136741,-3563.81284284335,192,1.52911235502189,1.15811494696594,8558.26002330255,0.208183819741766,0.349293276355046,0.50912589099927,4.72354020795885,3.55944257555856,0,0.363531928074465,7.29755494208854,110444988.415044,fazil_features_20260704_205959.csv
