Sample_Index,Time_s,Clean_ADC
0,0,-53.7221387102788
1,0.25,-60.2086920236013
2,0.5,-66.6194743708729
3,0.75,-72.427649966663
4,1,-77.1312417442481
5,1.25,-80.2752025573355
6,1.5,-81.471582917262
7,1.75,-80.416965853516
8,2,-76.906342412957
9,2.25,-70.8426476221242
10,2.5,-62.2412850075024
11,2.75,-51.229150507169
12,3,-38.0379316349325
13,3.25,-22.9918087419273
14,3.5,-6.49011621623456
15,3.75,11.0139948128474
16,4,29.0373742797768
17,4.25,47.0912779825785
18,4.5,64.7043008194213
19,4.75,81.4419159392674
20,5,96.9211647454894
21,5.25,110.819781947069
22,5.5,122.879899966038
23,5.75,132.907251188882
24,6,140.767278064484
25,6.25,146.379656664191
26,6.5,149.712457510512
27,6.75,150.776655396437
28,7,149.621175870558
29,7.25,146.328331092268
30,7.5,141.00945479036
31,7.75,133.800761406609
32,8,124.859777429141
33,8.25,114.362923990578
34,8.5,102.504808481464
35,8.75,89.4994570306525
36,9,75.5831682816837
37,9.25,61.0180709574875
38,9.5,46.0950320255429
39,9.75,31.1344479899638
40,10,16.4837112239121
41,10.25,2.51070743253598
42,10.5,-10.4065895349429
43,10.75,-21.893690994817
44,11,-31.5951260442561
45,11.25,-39.1905182060154
46,11.5,-44.4098395529401
47,11.75,-47.0467040616608
48,12,-46.9688704594703
49,12.25,-44.1254270049588
50,12.5,-38.550374560028
51,12.75,-30.362497751225
52,13,-19.761537683596
53,13.25,-7.02079415382529
54,13.5,7.52356569566725
55,13.75,23.4860045792391
56,14,40.4471652987764
57,14.25,57.9704522384588
58,14.5,75.6184339669756
59,14.75,92.9678387440044
60,15,109.622123765107
61,15.25,125.221025749337
62,15.5,139.447057734043
63,15.75,152.029458162051
64,16,162.746464459181
65,16.25,171.426861975777
66,16.5,177.951531800697
67,16.75,182.255274632084
68,17,184.328684439556
69,17.25,184.219460140022
70,17.5,182.03239865871
71,17.75,177.927436885121
72,18,172.115434280618
73,18.25,164.851780559037
74,18.5,156.428234139279
75,18.75,147.163551128954
76,19,137.393429659271
77,19.25,127.460121537786
78,19.5,117.701847551261
79,19.75,108.441991635908
80,20,99.9780056557631
81,20.25,92.5700423242329
82,20.5,86.4295134605546
83,20.75,81.7079814070904
84,21,78.4869676285426
85,21.25,76.7693587835072
86,21.5,76.4730957027971
87,21.75,77.4277692642936
88,22,79.3746652224979
89,22.25,81.9707388506304
90,22.5,84.7969686062173
91,22.75,87.3714986644072
92,23,89.16785981075
93,23.25,89.6382799132877
94,23.5,88.2416199073342
95,23.75,84.4748299686154
96,24,77.9061216885812
97,24.25,68.2074564150828
98,24.5,55.183619887771
99,24.75,38.7951950217247
100,25,19.1731684950256
101,25.25,-3.37637481259949
102,25.5,-28.378150745649
103,25.75,-55.2039899654138
104,26,-83.0986410531799
105,26.25,-111.213541757131
106,26.5,-138.646588196155
107,26.75,-164.485603553163
108,27,-187.852988465585
109,27.25,-207.948933443745
110,27.5,-224.090606909074
111,27.75,-235.744911961834
112,28,-242.55273061965
113,28.25,-244.343042429368
114,28.5,-241.135915456592
115,28.75,-233.134119831147
116,29,-220.703983204681
117,29.25,-204.347028026184
118,29.5,-184.664792992365
119,29.75,-162.31991264219
120,30,-137.996888515134
121,30.25,-112.365955783472
122,30.5,-86.0530181902732
123,30.75,-59.617845953678
124,31,-33.5417161504339
125,31.25,-8.224566745645
126,31.5,16.0093167323981
127,31.75,38.8989314862353
128,32,60.2299531871942
129,32.25,79.8166352522764
130,32.5,97.4849302975148
131,32.75,113.059250493135
132,33,126.354740312342
133,33.25,137.17620042256
134,33.5,145.323935482572
135,33.75,150.605879387823
136,34,152.854481327355
137,34.25,151.946138107336
138,34.5,147.82055666985
139,34.75,140.497415578805
140,35,130.088084387981
141,35.25,116.800883336528
142,35.5,100.939271620813
143,35.75,82.8932532387479
144,36,63.1250195214747
145,36.25,42.1503109294165
146,36.5,20.5171678967811
147,36.75,-1.21629036885376
148,37,-22.5035840779116
149,37.25,-42.8298384639178
150,37.5,-61.7289989119933
151,37.75,-78.7975733590756
152,38,-93.7044887534045
153,38.25,-106.19698651065
154,38.5,-116.102817179132
155,38.75,-123.329272788298
156,39,-127.859761591542
157,39.25,-129.748652866349
158,39.5,-129.115006665403
159,39.75,-126.135600316971
160,40,-121.037437845218
161,40.25,-114.089747904905
162,40.5,-105.595386815416
163,40.75,-95.881579309697
164,41,-85.2900312547126
165,41.25,-74.1665944396809
166,41.5,-62.8508067675372
167,41.75,-51.6657350687215
168,42,-40.9085941283383
169,42.25,-30.8426042700629
170,42.5,-21.6904912959124
171,42.75,-13.6299379805984
172,43,-6.79117199329058
173,43.25,-1.25672323152049
